loading,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,id,failure,kfold
106.68,17.126,11.733,18.22,17.746,10.928,18.093,12.499,17.511,19.911,10.294,16.247,15.723,16.252,16.724,717.384,23803,0,3
190.84,15.96,9.798,18.938,15.664,12.058,18.275,10.545,16.578,20.95,11.909,16.062,16.365,14.302,13.077,696.441,11629,0,3
85.75,18.447,11.784,15.781,17.516,12.938,18.19,12.28,17.477,19.99,11.664,15.703,17.788,18.289,15.962,649.022,15861,0,3
121.28,18.32,11.733,17.706,18.497,14.408,18.466,9.59,15.503,14.625,13.258,15.483,15.524,12.163,16.436,731.694,11569,1,3
63.78,17.284,11.337,16.757,15.743,11.09,18.058,12.192,17.211,20.175,10.399,16.575,17.489,13.924,14.519,534.449,3219,0,3
114.77,18.711,13.144,16.154,18.344,11.657,20.026,11.472,16.825,17.89,12.148,14.725,13.506,14.969,16.938,745.62,11459,0,3
87.71,17.565,12.541,17.622,17.18,12.529,19.58,12.361,16.582,21.85,14.07,16.264,16.427,15.056,19.529,797.179,4670,0,3
88.96,16.696,11.977,18.313,16.117,11.712,20.049,11.786,17.158,20.186,14.355,16.508,13.179,13.727,17.108,701.0245,16399,0,3
231.15,17.311,11.686,15.62,16.332,10.257,20.386,9.787,18.528,17.485,10.487,16.019,15.867,12.328,14.286,616.094,11884,1,3
155.11,17.446,14.003,16.084,17.943,11.505,17.454,12.115,19.482,19.802,13.074,14.079,15.404,15.582,14.454,697.411,21354,0,3
136.55,17.724,11.566,17.296,18.033,11.038,20.121,11.671,15.757,19.803,11.845,15.694,15.055,15.645,17.789,788.759,20916,0,3
134.29,15.922,12.596,15.71,19.335,12.006,19.417,11.254,15.899,19.221,13.405,14.669,14.777,15.905,15.904,680.677,11828,1,3
126.84,15.039,10.271,17.442,17.448,11.826,18.937,11.43,14.034,21.116,12.144,14.67,16.654,13.339,15.768,593.312,7395,0,3
126.13,16.615,11.266,14.707,17.379,11.095,19.626,12.378,15.182,18.726,12.644,12.876,16.142,15.051,13.472,564.753,24040,0,3
101.67,17.818,11.692,17.971,16.813,10.996,18.252,11.86,16.33,15.835,13.194,17.041,16.566,15.232,15.019,678.124,8916,0,3
161.16,17.324,11.781,15.717,16.98,13.153,19.112,11.202,15.911,22.128,9.851,15.708,16.04,12.373,14.467,682.113,11514,0,3
45.84,19.1,11.951,16.958,18.443,13.297,19.275,11.208,16.357,19.269,13.079,14.628,18.194,14.938,18.525,778.117,10675,0,3
92.04,18.785,11.498,16.706,16.224,10.521,19.423,10.594,15.503,19.2115,11.522,13.443,14.966,15.532,14.478,567.702,6233,0,3
92.92,17.787,10.598,17.132,16.069,11.095,19.201,11.679,14.66,18.134,10.465,14.15,16.559,15.265,15.781,622.22,8212,0,3
94.31,18.449,12.039,15.755,16.761,11.348,19.244,11.73,15.988,19.233,12.823,16.192,13.617,17.602,15.681,638.828,15590,0,3
115.57,18.522,12.25,16.884,18.153,12.765,19.7,11.652,17.12,18.959,9.585,17.14,13.775,14.321,16.773,805.768,10946,0,3
107.99,17.203,9.983,17.451,16.845,12.965,17.931,10.525,15.883,19.2115,8.649,15.056,16.335,14.969,18.768,701.0245,1799,0,3
187.59,18.77,10.555,17.374,18.139,12.748,18.909,11.512,15.017,18.969,11.559,15.658,16.041,17.965,14.512,843.575,17486,0,3
90.45,15.566,11.533,18.804,19.516,11.231,19.059,11.576,14.672,20.927,14.37,14.657,17.028,15.405,18.872,842.272,3962,0,3
112.8,17.471,12.552,17.388,15.333,11.362,19.339,10.098,15.289,16.321,13.742,16.004,17.234,15.619,14.57,595.348,22474,0,3
127.82623252279636,17.746,11.553,16.556,16.606,12.074,21.004,12.656,17.681,19.624,11.123,13.943,16.975,14.584,14.39,708.733,17780,0,3
143.99,18.1,12.166,18.276,16.215,11.205,17.842,12.112,15.294,17.925,13.832,14.642,15.299,12.414,15.622,701.0245,5049,0,3
134.92,17.295,9.022,17.984,19.141,11.542,19.098,10.056,14.449,18.906,10.176,14.008,15.613,14.422,15.708,891.87,20272,1,3
105.76,17.313,11.076,17.359,15.829,11.029,19.573,11.771,16.777,14.776,7.278,17.6,14.004,13.838,19.606,734.402,12434,0,3
116.87,17.612,10.315,16.268,17.966,9.893,18.496,12.494,15.597,18.348,11.539,16.136,16.855,20.342,14.293,473.796,7053,0,3
126.84,15.731,11.633,17.503,15.654,11.466,19.98,10.335,18.944,18.131,14.338,14.666,16.422,14.009,16.305,739.406,4201,0,3
113.8,16.731,11.832,18.252,20.365,12.029,20.383,12.849,17.136,20.168,11.717,17.888,15.51,13.166,20.197,790.556,6065,0,3
162.28,16.461,12.442,17.723,17.517,11.14,19.703,12.681,16.474,20.945,10.759,15.6285,17.24,13.473,15.015,785.014,1706,0,3
152.65,18.153,11.793,16.303,17.317,11.723,18.496,10.744,13.578,20.165,10.653,17.352,16.3,17.129,17.55,664.566,10065,0,3
147.41,20.607,12.372,16.229,17.801,10.039,19.285,10.926,14.645,19.151,11.717,12.869,18.062,19.569,19.699,590.352,10466,0,3
140.51,19.317,12.693,17.903,16.223,11.152,18.434,12.774,14.658,21.194,10.34,15.597,14.559,15.121,19.545,667.602,473,0,3
75.98,17.517,12.265,17.147,18.039,10.335,20.179,12.178,18.079,20.918,11.942,14.337,14.692,15.428,16.537,619.441,9552,0,3
114.07,18.398,11.607,16.422,18.261,13.289,18.865,12.497,16.966,18.171,10.884,15.6285,14.649,14.68,17.526,848.032,7336,0,3
242.63,17.926,11.079,17.116,18.792,11.078,17.737,9.687,12.443,19.929,10.945,14.477,16.774,13.316,15.227,571.128,8724,0,3
99.03,15.815,11.851,17.477,16.787,12.545,21.263,10.494,17.312,19.2115,10.906,17.12,17.429,16.291,15.368,774.583,21126,0,3
207.37,16.956,11.225,17.132,18.253,11.916,20.028,11.43,17.59,19.69,8.782,16.025,15.187,15.319,16.529,816.607,19832,1,3
138.06,19.954,13.937,17.777,17.0,12.273,19.021,11.101,17.497,19.669,11.065,15.162,15.411,15.872,18.692,701.0245,13745,0,3
108.64,19.839,11.115,16.962,17.516,10.794,19.463,11.7,16.684,18.064,11.794,15.705,17.083,14.525,17.525,711.281,12800,0,3
134.02,19.074,12.04,15.973,18.109,13.395,18.31,11.301,13.768,21.016,11.013,16.379,17.757,12.735,13.138,701.0245,25940,0,3
78.48,18.439,13.463,15.611,15.225,11.195,18.801,12.302,15.312,19.234,9.194,15.6285,16.619,14.969,17.358,368.455,17164,0,3
127.23,19.183,11.049,17.498,18.17,11.422,21.269,10.034,14.098,20.29,11.346,15.61,16.474,15.575,13.461,873.218,22238,1,3
192.94,19.507,10.994,16.298,18.872,11.211,16.692,11.149,15.63,19.697,11.216,13.87,16.627,17.716,17.208,422.585,15557,0,3
124.79,17.955,11.167,15.97,16.95,12.404,19.037,12.621,17.215,20.061,11.319,15.173,15.185,14.682,16.436,709.004,15194,0,3
94.58,17.355,11.519,16.817,16.923,11.455,17.129,11.19,14.855,16.096,12.995,15.668,14.783,16.871,15.51,643.088,6436,0,3
132.47,18.232,9.396,17.73,17.002,10.403,18.62,10.833,15.529,20.921,9.398,15.558,16.735,14.429,16.436,615.177,12890,1,3
144.26,18.809,10.866,16.271,16.777,11.641,16.904,11.917,16.328,20.698,10.849,12.733,15.441,15.231,14.432,657.852,9475,0,3
87.95,17.011,11.855,16.381,17.793,11.941,18.594,10.248,15.919,20.885,11.153,16.735,15.094,16.535,18.122,653.516,6224,0,3
75.1,17.574,11.785,15.638,15.736,12.631,17.704,11.43,14.948,16.731,10.492,15.643,15.2,14.927,14.962,361.184,23181,0,3
92.86,16.539,13.015,16.379,18.673,12.14,19.021,11.488,16.376,17.241,11.617,16.941,16.04,16.783,15.043,747.77,5254,0,3
142.12,19.125,12.78,16.019,16.623,11.648,19.442,10.977,15.521,19.278,13.047,15.726,17.0,11.944,13.902,656.063,576,0,3
112.04,16.945,12.449,17.853,14.876,11.649,17.688,11.347,17.044,19.173,13.384,15.379,14.311,14.761,16.383,399.32,17264,0,3
76.79,17.633,11.869,16.444,16.407,12.421,20.137,10.486,16.652,19.062,13.807,15.28,17.274,15.673,16.882,716.887,8746,0,3
145.23,17.595,12.149,17.811,17.336,11.826,20.289,11.57,15.761,18.059,11.816,15.6285,15.451,13.717,18.302,701.0245,17531,1,3
90.43,14.992,10.93,17.858,18.133,10.686,17.534,12.435,15.213,19.305,8.869,16.655,15.849,14.969,14.659,606.628,1212,0,3
185.53,19.78,11.374,17.007,17.031,11.377,18.942,14.282,16.813,16.786,9.8,16.158,16.415,15.796,16.222,676.586,21200,1,3
112.07,18.061,12.274,17.664,18.698,11.059,19.126,9.984,16.127,18.637,10.793,15.6285,14.414,15.553,17.75,666.132,13993,0,3
118.68,18.167,11.799,14.859,16.395,13.06,19.075,11.227,13.013,20.975,13.373,15.35,15.894,12.121,14.683,744.189,7830,0,3
144.79,17.347,11.546,18.008,18.354,11.482,18.985,11.517,14.056,19.2115,10.27,15.757,15.988,15.259,13.526,812.445,23809,0,3
175.13,18.913,12.532,17.676,17.321,11.501,20.265,12.701,17.322,15.73,13.114,14.288,18.752,14.969,15.397,878.253,10491,0,3
113.81,16.647,12.165,15.686,17.034,13.294,19.015,12.459,15.668,19.427,13.237,14.984,15.375,14.969,16.436,814.66,5809,1,3
83.15,19.124,11.096,17.021,19.041,11.766,17.946,10.498,17.411,19.2115,12.635,15.398,13.954,14.724,16.436,811.08,17894,1,3
105.52,18.288,10.952,18.797,18.585,12.718,19.768,12.314,15.485,19.132,10.917,14.988,17.787,19.022,15.347,844.692,5916,1,3
127.82623252279636,19.031,11.873,15.541,17.936,11.214,18.741,11.698,15.681,18.708,10.179,13.787,13.963,14.484,17.251,585.07,3198,0,3
108.44,16.851,11.966,16.792,15.852,11.485,17.922,12.309,16.053,19.869,10.388,17.613,14.926,15.233,18.956,685.279,9012,0,3
80.35,18.158,12.191,17.429,17.161,12.078,19.75,11.43,16.773,17.311,10.814,12.88,17.809,16.912,16.031,788.026,12193,0,3
136.75,17.249,10.892,17.754,17.865,11.673,19.3,12.389,14.293,19.909,12.157,15.314,17.439,14.093,16.892,698.234,7566,1,3
112.79,18.606,11.597,16.135,18.894,10.705,20.798,12.249,15.586,22.595,11.717,14.378,18.788,15.378,16.373,787.098,4043,0,3
179.43,17.963,12.199,19.37,18.446,11.685,18.132,12.71,15.934,19.77,9.273,15.172,13.572,15.076,16.089,789.182,12592,1,3
167.14,16.694,10.044,17.587,17.858,11.293,19.022,9.848,15.342,20.338,12.447,15.161,16.455,13.67,18.177,541.536,7507,0,3
164.93,18.295,11.392,16.46,18.666,12.377,19.331,11.43,17.252,20.804,11.598,15.6285,15.367,14.298,15.098,698.918,12622,0,3
102.21,17.437,10.796,16.827,17.098,11.838,20.17,10.059,15.733,19.918,11.961,15.884,16.04,14.79,16.441,650.904,24267,1,3
109.23,19.098,11.588,17.132,16.368,12.397,20.255,11.083,15.195,18.594,14.172,15.563,16.339,14.969,14.402,701.0245,15070,0,3
103.07,18.154,14.41,15.487,17.609,12.665,18.565,13.083,12.947,23.007,10.235,15.235,15.999,15.975,16.206,756.081,22493,0,3
151.34,16.868,11.739,18.221,17.277,10.44,20.549,9.446,15.17,18.942,10.885,15.05,14.931,15.302,15.957,828.651,22522,1,3
185.16,18.124,12.272,17.289,18.612,12.149,18.664,12.414,15.932,21.256,11.717,15.105,17.559,12.505,12.572,730.776,1411,1,3
126.32,18.203,12.445,16.245,17.318,11.04,19.302,11.362,17.587,19.229,12.638,15.265,17.418,16.974,16.426,648.793,8076,1,3
83.76,17.12,11.06,16.717,17.516,10.509,18.15,14.223,15.201,18.38,11.889,17.084,15.54,14.292,17.773,613.142,10128,0,3
127.82623252279636,18.644,12.032,15.509,20.397,13.043,19.588,10.328,14.776,16.824,11.975,15.6285,14.904,15.388,16.436,762.333,1561,1,3
116.21,19.562,11.877,15.423,18.904,11.734,19.05,10.138,16.497,16.961,9.449,16.106,15.428,15.751,17.904,578.292,14547,0,3
112.79,16.143,10.525,18.305,17.556,11.703,18.17,10.465,15.745,18.328,10.854,17.449,16.154,14.873,15.06,687.304,1362,0,3
84.45,18.764,13.077,15.816,19.198,12.809,18.943,11.6,15.178,19.2115,10.686,13.637,15.29,12.909,16.797,833.197,6986,0,3
54.58,18.573,12.387,17.884,17.515,13.024,18.427,11.924,14.474,20.65,12.775,15.925,17.115,15.828,16.437,898.913,8983,0,3
139.45,18.625,12.523,18.307,17.97,13.841,19.467,12.648,14.528,20.446,12.202,14.39,16.04,15.735,16.9,940.347,15193,0,3
102.17,18.572,11.608,16.318,17.4,12.669,19.317,10.722,16.127,19.745,11.044,16.534,17.089,13.496,17.73,701.0245,17690,0,3
166.01,17.179,12.759,16.092,18.14,12.815,19.021,11.843,13.787,22.509,12.657,17.349,14.983,13.768,16.656,701.0245,23504,1,3
185.57,18.475,11.608,17.403,16.459,11.201,19.533,12.529,16.764,18.635,10.507,16.605,17.607,16.134,16.274,713.558,4592,0,3
95.23,18.89,9.216,18.101,16.932,10.138,20.282,10.912,16.258,21.365,9.148,15.6285,17.266,12.082,11.842,778.419,14634,1,3
136.69,17.415,10.453,17.18,16.93,11.674,19.745,12.89,18.475,19.694,11.136,16.869,16.925,16.252,15.806,680.223,19390,1,3
156.32,17.172,11.829,18.137,16.309,13.505,19.337,11.706,15.26,20.581,10.157,14.487,14.591,15.434,15.87,701.0245,19352,0,3
122.76,16.34,13.059,16.988,18.325,12.722,18.124,12.748,16.793,21.313,13.67,16.121,15.557,15.093,15.418,706.969,15671,0,3
90.91,17.206,11.573,16.239,19.811,11.516,19.196,9.34,18.436,20.886,11.164,14.495,16.646,16.084,19.611,781.035,24415,0,3
154.35,18.009,11.351,18.027,18.781,10.517,17.768,12.344,14.203,17.974,11.647,15.264,15.39,14.969,17.788,763.289,23699,0,3
122.9,17.565,13.169,17.132,19.447,10.094,16.647,10.31,15.22,20.012,12.809,15.461,17.317,13.675,15.236,515.732,3166,0,3
86.81,17.528,12.115,18.302,17.104,11.213,18.286,12.816,15.512,20.719,12.76,15.289,12.453,16.939,19.494,664.195,17055,0,3
130.09,16.02,11.691,18.131,16.38,13.488,18.144,12.6,15.518,21.077,11.033,15.104,13.526,14.585,16.541,706.813,970,1,3
114.06,18.146,11.551,16.822,17.668,11.785,17.872,10.946,15.239,20.467,11.712,15.957,16.255,12.709,15.361,595.565,1652,1,3
76.69,16.631,12.108,17.73,17.435,11.52,17.188,11.683,17.762,21.116,12.56,16.143,12.309,16.096,18.902,564.699,15098,0,3
131.14,18.855,10.69,17.138,16.694,11.459,17.736,11.43,19.028,18.052,13.566,14.079,15.484,14.595,16.554,564.278,18250,0,3
119.62,14.843,11.474,16.989,17.813,12.745,17.976,13.444,16.022,17.466,10.994,17.386,16.073,15.469,17.376,635.702,17991,0,3
112.41,18.786,10.475,16.898,16.656,12.0,19.021,13.284,14.879,18.398,12.278,14.467,17.355,15.793,15.083,544.857,22880,0,3
94.96,16.497,10.821,17.195,17.611,10.819,19.484,10.979,17.89,20.758,9.713,15.843,16.449,11.741,14.44,693.635,14990,0,3
113.85,19.029,11.218,16.077,19.168,11.601,21.004,11.236,16.714,20.858,12.944,15.348,16.688,12.536,19.715,927.273,17461,0,3
97.44,17.746,10.934,17.002,17.732,11.712,19.367,11.12,17.745,20.168,8.005,15.032,15.91,16.75,16.883,791.529,18400,0,3
150.09,18.062,12.454,17.292,18.23,11.051,18.869,13.279,18.422,19.228,10.87,17.204,17.681,16.742,17.969,743.638,19163,0,3
137.33,17.839,9.085,17.924,16.254,13.182,18.965,11.261,17.571,17.998,11.421,16.886,17.742,15.413,15.447,735.021,8673,0,3
170.9,17.604,11.095,15.694,17.756,10.106,19.886,12.5,16.357,22.028,11.788,14.607,20.023,14.209,13.485,638.499,3544,0,3
163.98,19.06,11.787,17.527,17.034,12.225,18.85,12.53,16.807,18.109,10.869,15.327,16.04,17.829,15.426,727.579,18730,1,3
176.48,18.125,12.037,16.326,16.707,9.566,17.397,9.439,16.554,17.152,11.759,14.303,18.321,17.863,17.752,342.087,11033,0,3
122.67,17.187,9.221,17.25,17.428,9.673,19.463,12.097,17.144,18.152,11.567,16.58,16.8,16.408,17.107,421.378,7097,0,3
184.43,17.12,10.722,17.893,16.818,10.334,19.997,10.536,15.203,20.454,13.773,17.069,17.017,12.134,17.404,753.699,2476,0,3
137.12,16.873,11.882,16.602,16.006,13.929,17.993,11.864,15.987,16.279,10.854,15.6285,14.115,19.215,16.436,877.267,7960,0,3
114.12,16.558,11.182,18.227,17.252,12.282,18.136,12.558,15.366,18.194,12.026,17.646,17.763,15.602,14.252,680.068,26034,0,3
57.13,19.966,12.404,17.181,17.874,12.393,18.82,11.462,16.938,16.34,11.15,17.238,14.404,15.483,15.865,812.823,19557,0,3
114.16,17.541,11.712,16.296,17.731,11.417,18.443,12.436,15.41,19.168,11.717,15.539,17.674,19.744,16.176,701.0245,16992,0,3
88.7,18.09,12.178,17.681,18.628,11.302,17.55,9.782,15.08,20.44,12.583,15.435,16.319,13.167,16.231,665.289,10100,0,3
154.31,17.638,11.299,15.934,16.78,11.712,18.671,12.368,17.35,19.91,13.968,16.489,13.28,13.582,14.12,586.073,1046,0,3
110.42,17.311,10.94,16.277,18.489,12.146,20.084,13.223,13.298,20.904,12.735,16.208,17.125,16.042,19.746,701.0245,23348,0,3
83.49,16.764,11.585,16.328,18.729,9.56,19.351,11.437,18.324,19.386,11.717,15.6285,16.028,13.697,15.633,459.892,8280,0,3
136.74,19.954,12.571,16.81,18.39,11.999,17.615,11.975,15.622,19.707,8.821,17.566,16.04,14.206,16.632,705.322,26373,0,3
150.04,17.279,11.468,17.456,18.99,11.712,18.339,11.553,16.182,20.396,10.528,16.695,14.697,15.313,19.021,680.902,3172,0,3
127.82623252279636,18.811,12.73,17.351,17.804,9.474,18.946,10.775,14.438,18.694,11.717,15.685,15.609,14.969,18.424,778.308,25075,0,3
144.14,18.663,10.794,16.77,17.864,10.324,18.384,11.67,16.971,20.034,10.756,15.6285,15.876,13.721,14.252,577.54,10880,0,3
101.17,17.113,12.396,16.351,15.041,11.774,16.777,10.439,14.996,18.029,11.589,16.136,17.886,15.285,18.558,403.75,11426,0,3
152.3,16.433,13.821,17.601,18.867,12.387,17.503,12.937,13.741,16.841,14.167,15.6285,17.65,14.388,13.923,878.76,24690,1,3
105.8,18.493,11.931,16.411,17.644,11.592,18.243,11.43,16.27,23.463,12.047,14.886,16.04,11.752,16.631,701.0245,3779,0,3
96.58,17.37,9.702,17.265,16.2,11.316,19.479,10.983,14.901,17.687,9.324,15.028,16.04,19.351,13.384,707.272,15303,0,3
133.34,17.186,12.045,16.816,16.966,10.918,18.012,10.884,16.656,19.27,11.621,16.834,18.324,15.853,16.656,518.306,18393,0,3
88.42,17.76,12.524,17.445,15.521,11.799,19.136,14.187,15.575,19.34,10.59,14.328,18.495,15.315,15.922,678.146,24756,0,3
115.72,17.284,11.347,17.567,18.763,13.539,19.021,10.84,16.127,19.916,12.357,15.216,17.666,12.898,17.712,949.77,18975,1,3
166.45,19.572,10.758,15.432,16.547,12.272,18.959,11.072,16.127,19.376,11.149,14.057,14.499,16.57,14.975,701.0245,20953,0,3
69.92,17.687,11.975,17.63,17.403,12.721,19.625,11.686,16.022,19.62,9.509,16.275,16.055,15.684,18.476,832.565,13154,0,3
124.6,18.641,11.795,16.789,16.615,10.702,19.025,11.215,16.001,20.218,12.545,16.603,15.894,17.51,18.404,626.41,13849,0,3
124.22,18.17,12.175,18.352,18.232,11.712,19.033,11.015,15.969,18.015,11.417,17.228,17.975,15.767,14.162,736.018,11196,0,3
117.99,17.836,13.02,17.821,17.689,11.174,18.132,11.36,18.228,18.607,12.531,15.536,15.289,14.766,16.547,685.384,20613,1,3
106.02,19.581,13.477,14.903,16.487,10.758,20.743,10.463,19.288,19.262,12.003,16.89,17.051,12.048,17.522,701.0245,17270,0,3
105.94,17.359,12.335,16.811,17.837,12.568,18.844,11.729,17.14,21.097,11.988,15.832,16.913,15.434,19.431,733.645,26462,0,3
123.13,16.195,11.016,16.422,19.706,13.3,17.628,10.894,19.978,18.703,7.701,15.657,15.49,16.791,16.331,819.401,20287,0,3
131.9,18.494,12.481,17.429,20.148,12.274,18.84,11.71,16.357,21.756,12.06,13.298,15.415,13.942,16.5,799.82,3621,1,3
128.35,19.021,10.479,17.929,17.948,10.734,20.244,11.338,14.967,16.752,12.269,17.643,17.632,19.099,13.376,607.036,7163,0,3
115.18,18.508,10.271,15.524,16.769,10.775,19.988,10.069,16.127,17.131,9.962,15.321,16.136,17.405,18.42,611.145,11452,0,3
115.72,17.657,13.872,17.019,17.607,12.122,19.711,11.979,15.727,20.675,10.885,16.11,14.003,14.969,17.916,795.625,13695,0,3
112.15,17.354,10.774,16.237,17.556,13.0,18.894,11.471,15.944,19.609,11.717,15.343,16.747,13.992,14.947,656.697,4477,0,3
92.41,17.757,12.977,16.922,17.814,11.988,16.876,10.014,15.827,19.57,13.041,16.66,17.101,14.492,17.535,734.392,7011,0,3
69.33,18.773,11.389,19.83,19.403,11.393,20.173,11.43,16.127,17.667,10.999,16.747,16.982,16.252,17.42,733.788,5530,1,3
103.04,17.781,12.872,17.564,17.516,12.636,19.034,10.387,15.132,18.475,10.101,16.808,17.49,16.329,17.63,819.531,5109,0,3
75.29,16.76,14.026,15.779,15.695,11.156,20.193,12.27,16.059,20.492,11.294,16.854,14.66,14.241,16.436,731.067,12159,1,3
103.1,17.259,12.484,16.911,17.516,12.718,19.25,11.361,14.624,17.406,9.794,16.431,15.947,14.465,14.67,753.185,10709,0,3
108.36,16.581,12.987,17.462,16.739,11.712,17.208,10.499,15.614,21.794,11.462,14.746,15.721,14.865,13.964,587.792,26453,0,3
115.9,16.717,11.828,18.253,15.577,11.242,21.052,11.746,16.127,19.365,11.717,15.437,15.151,16.039,18.318,922.476,15510,0,3
99.57,16.884,9.584,16.777,16.709,11.708,20.054,12.515,15.25,17.19,10.253,15.656,17.959,14.678,14.677,810.388,12874,0,3
104.58,18.515,10.832,17.7,17.14,10.444,19.909,11.62,16.2,21.236,14.439,14.612,13.741,16.059,16.847,726.286,21962,0,3
108.16,17.564,12.285,18.204,17.855,11.057,19.684,11.62,11.562,18.22,11.717,14.088,16.04,14.735,15.11,701.0245,26414,0,3
196.82,18.201,11.979,15.562,17.138,11.428,16.704,9.955,16.403,18.328,11.721,15.668,14.486,15.922,15.809,600.54,7109,0,3
270.16,18.24,12.429,16.074,16.961,11.84,17.716,10.639,15.798,18.506,10.71,13.648,14.928,16.276,17.465,692.533,6606,0,3
127.82623252279636,15.525,11.115,17.675,16.02,13.731,17.826,10.371,17.521,18.646,9.267,15.6285,15.963,15.897,15.479,569.124,20011,0,3
120.12,17.527,13.118,16.829,18.776,11.661,18.141,12.108,16.64,20.873,10.605,14.527,16.04,14.744,16.173,666.888,525,1,3
113.64,19.213,11.531,16.714,15.998,12.248,18.757,11.43,18.032,19.288,12.328,15.68,17.818,14.82,15.118,568.354,24800,0,3
113.62,17.841,11.733,18.333,17.947,11.415,19.122,10.48,16.968,19.626,10.57,15.61,17.504,16.186,15.461,701.0245,13365,0,3
182.59,17.214,11.676,17.978,17.317,11.119,18.81,10.832,15.604,18.625,9.624,16.633,17.45,15.083,18.927,681.141,18016,0,3
114.72,17.767,12.658,17.332,17.516,11.215,19.134,10.718,18.002,16.819,11.717,16.059,15.431,14.318,18.34,700.074,20540,0,3
127.65,18.059,10.268,17.507,17.573,11.136,19.28,12.583,16.127,19.407,10.852,15.411,17.228,16.585,16.582,724.28,19132,1,3
113.75,17.19,12.558,15.917,17.928,10.857,19.021,12.278,17.232,18.457,13.202,15.709,16.382,13.982,17.657,630.184,3181,0,3
159.98,17.865,10.866,17.772,16.616,10.92,19.171,11.659,15.1,18.608,10.46,16.693,18.013,14.188,15.689,716.187,15487,0,3
61.73,19.672,12.868,16.185,16.106,11.275,19.509,11.378,17.914,19.658,10.868,14.81,16.04,14.969,16.386,562.137,17211,0,3
134.06,17.198,11.809,16.411,16.568,12.813,18.163,10.656,13.92,22.634,12.194,15.6285,16.512,11.186,16.055,701.0245,5757,1,3
151.56,16.778,13.72,16.525,16.466,11.549,20.764,11.719,15.691,17.789,11.198,16.529,15.462,12.455,16.436,824.637,14186,1,3
158.6,18.242,11.222,21.425,18.29,11.431,20.189,10.682,16.627,18.952,9.397,14.789,15.58,15.935,17.475,1053.089,1078,1,3
168.62,17.428,12.402,18.722,18.367,11.483,19.466,12.666,17.336,19.441,11.038,15.6285,15.999,16.609,16.231,792.107,7947,0,3
84.24,17.466,12.314,17.921,17.826,12.235,19.787,12.013,18.629,17.345,11.71,17.451,15.656,15.422,15.476,809.354,6420,0,3
102.85,18.175,12.366,17.632,17.327,10.829,19.946,12.167,14.294,16.48,12.631,17.305,16.818,19.387,13.494,696.595,5272,0,3
70.18,18.576,13.232,16.737,17.804,10.302,18.385,9.63,18.709,19.883,10.633,15.765,17.122,14.19,17.916,618.336,18130,0,3
88.46,18.636,11.552,19.037,16.439,11.569,18.831,11.909,19.551,20.841,12.392,21.67,16.783,14.607,16.436,775.273,5903,0,3
82.39,17.476,11.993,17.648,18.533,11.526,19.931,12.097,19.93,18.606,11.62,15.469,16.04,15.762,15.874,701.0245,21472,0,3
82.07,17.506,12.498,18.082,17.178,13.387,21.24,12.076,15.741,19.937,10.956,14.832,17.106,16.91,15.281,926.387,10348,0,3
174.93,15.895,11.733,17.495,16.538,12.382,18.033,11.0,16.432,19.002,12.874,13.722,17.963,13.859,16.436,701.0245,3574,1,3
181.2,17.764,13.465,17.705,16.982,12.447,18.772,10.641,15.368,19.038,11.793,15.44,16.04,16.458,16.646,840.46,6662,0,3
92.41,17.71,12.395,18.348,17.039,10.852,20.236,12.248,14.762,17.818,10.141,15.046,15.691,16.136,17.704,865.494,13383,1,3
129.71,18.342,14.23,16.732,17.592,10.252,20.986,13.363,14.836,20.128,11.727,16.326,13.808,15.821,19.387,738.304,18882,1,3
98.63,17.949,12.345,16.852,19.005,12.114,17.814,11.187,14.375,18.485,12.118,15.794,18.215,14.29,16.359,701.0245,26236,0,3
100.72,18.576,9.551,15.715,17.126,10.621,20.611,10.079,12.701,19.2115,12.073,15.073,16.161,18.261,14.439,436.803,9537,0,3
91.86,17.043,12.871,18.071,18.093,11.434,18.363,12.033,17.372,23.279,15.737,14.073,12.521,14.978,16.996,839.165,25029,0,3
120.92,19.183,11.448,17.617,16.305,11.75,18.473,11.731,15.419,17.797,11.736,15.809,16.04,15.799,19.132,623.364,17116,1,3
85.56,15.917,13.256,18.708,16.805,10.742,17.366,13.376,14.233,17.856,13.175,13.911,17.23,11.823,15.971,755.597,5976,0,3
82.05,17.541,13.633,16.779,16.571,12.011,19.021,9.516,14.635,19.334,10.185,15.837,17.854,18.952,15.877,742.839,7665,0,3
138.55,17.118,12.307,15.175,17.8,11.046,17.687,10.891,11.683,21.244,12.708,17.505,15.999,17.565,16.811,573.114,6328,0,3
151.48,17.386,11.483,16.72,17.037,13.095,20.426,10.367,14.383,19.463,13.168,15.964,15.163,16.181,17.312,704.368,23665,1,3
91.65,17.037,11.069,16.653,16.904,12.368,20.085,11.387,16.964,20.617,9.451,16.716,12.747,14.888,18.901,794.299,11857,0,3
155.88,18.671,11.442,19.167,16.996,11.179,17.625,11.213,17.117,18.636,11.841,14.542,14.998,15.332,16.074,698.398,18110,0,3
128.7,18.926,11.646,17.398,18.596,10.945,17.846,11.776,17.719,19.772,10.416,16.975,13.954,14.959,17.129,719.039,21595,1,3
